group	stage	mode	values	exact	pct_bitexact	max_abs	max_ulp
trunk	main_block.24.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.24.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.25.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.25.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.25.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.25.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.25.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.25.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.25.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.26.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.26.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.26.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.26.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.26.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.26.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.26.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.27.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.27.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.27.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.27.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.27.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.27.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.27.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.28.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.28.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.28.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.28.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.28.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.28.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.28.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.29.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.29.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.29.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.29.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.29.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.29.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.29.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.30.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.30.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.30.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.30.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.30.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.30.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.30.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
trunk	main_block.31.msa2msa	standalone	18176	18176	100.000000	0.000000e0	0
trunk	main_block.31.msa2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.31.pair2pair	standalone	967872	967872	100.000000	0.000000e0	0
trunk	main_block.31.str2str.xyz	standalone	639	639	100.000000	0.000000e0	0
trunk	main_block.31.str2str.state	standalone	4544	4544	100.000000	0.000000e0	0
trunk	main_block.31.str2str.alpha	standalone	2840	2840	100.000000	0.000000e0	0
trunk	main_block.31.str2str.quat	standalone	284	284	100.000000	0.000000e0	0
heads	c6d.dist [untrained]	cumulative	307501	307501	100.000000	0.000000e0	0
heads	c6d.omega [untrained]	cumulative	186517	186517	100.000000	0.000000e0	0
heads	c6d.theta [untrained]	cumulative	186517	186517	100.000000	0.000000e0	0
heads	c6d.phi [untrained]	cumulative	95779	95779	100.000000	0.000000e0	0
heads	aa_pred [untrained]	cumulative	5680	5680	100.000000	0.000000e0	0
heads	lddt_pred [untrained]	cumulative	3550	3550	100.000000	0.000000e0	0
heads	pae_pred [untrained]	cumulative	322624	322624	100.000000	0.000000e0	0
heads	pde_pred [untrained]	cumulative	322624	322624	100.000000	0.000000e0	0
heads	bind_pred [untrained]	cumulative	1	1	100.000000	0.000000e0	0
wrapper	forward_from_rfi.atom37	cumulative	315240	314648	99.812207	9.536743e-7	2560
wrapper	forward_from_rfi.px0	cumulative	7881	7824	99.276742	9.536743e-7	32
output	written .pdb coordinates	e2e	483	462	95.652174	4.799986e-2	201326
